task_id,task,complexity,tool_sequence,tool_transitions,tokens_per_tool,latency_per_tool,total_tokens,n_tool_calls,success
51,"Research quantum computing frameworks online, run code to benchmark them, store results in the datab",medium,"[""websearch_search_web"", ""code_run_code"", ""code_get_output"", ""database_insert_record"", ""database_insert_record"", ""database_insert_record"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""], [""database_insert_record"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 831, ""code_run_code"": 1028, ""code_get_output"": 1078, ""database_insert_record"": 1236, ""analytics_run_analysis"": 1354, ""analytics_generate_report"": 1449, ""email_send_email"": 826, ""calendar_create_event"": 826}","{""websearch_search_web"": 777.4267196655273, ""code_run_code"": 2385.577440261841, ""code_get_output"": 722.3875522613525, ""database_insert_record"": 7179.466724395752, ""analytics_run_analysis"": 984.7314357757568, ""analytics_generate_report"": 1728.0595302581787, ""email_send_email"": 2596.1060523986816, ""calendar_create_event"": 2596.1060523986816}",10600,10,True
52,"Read inbox for customer feedback, embed feedback text for vector search, query similar past issues f",medium,"[""email_read_inbox"", ""database_query_db"", ""vector_embed_query"", ""code_run_code"", ""code_get_output"", ""analytics_run_analysis"", ""analytics_generate_report"", ""calendar_create_event""]","[[""email_read_inbox"", ""database_query_db""], [""database_query_db"", ""vector_embed_query""], [""vector_embed_query"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""calendar_create_event""]]","{""email_read_inbox"": 438, ""database_query_db"": 438, ""vector_embed_query"": 574, ""code_run_code"": 574, ""code_get_output"": 652, ""analytics_run_analysis"": 652, ""analytics_generate_report"": 748, ""calendar_create_event"": 748}","{""email_read_inbox"": 1589.2674922943115, ""database_query_db"": 1589.2674922943115, ""vector_embed_query"": 3260.767698287964, ""code_run_code"": 3260.767698287964, ""code_get_output"": 1925.356388092041, ""analytics_run_analysis"": 1925.356388092041, ""analytics_generate_report"": 1941.1468505859375, ""calendar_create_event"": 1941.1468505859375}",6663,8,True
53,"Fetch competitor pricing data from the web, run code to compare with our database pricing, insert fi",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""database_query_db"", ""code_run_code"", ""code_get_output"", ""database_insert_record"", ""analytics_generate_report"", ""calendar_create_event"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""database_query_db""], [""database_query_db"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""database_insert_record""], [""database_insert_record"", ""analytics_generate_report""], [""analytics_generate_report"", ""calendar_create_event""], [""calendar_create_event"", ""email_send_email""]]","{""websearch_search_web"": 825, ""websearch_fetch_url"": 882, ""database_query_db"": 941, ""code_run_code"": 1067, ""code_get_output"": 1117, ""database_insert_record"": 1196, ""analytics_generate_report"": 1255, ""calendar_create_event"": 1332, ""email_send_email"": 1481}","{""websearch_search_web"": 729.2807102203369, ""websearch_fetch_url"": 1168.6174869537354, ""database_query_db"": 894.169807434082, ""code_run_code"": 1908.6434841156006, ""code_get_output"": 752.0453929901123, ""database_insert_record"": 1344.2862033843994, ""analytics_generate_report"": 951.359748840332, ""calendar_create_event"": 1425.8971214294434, ""email_send_email"": 1754.1563510894775}",11783,9,True
54,"Search for security vulnerabilities, read current policy files, embed policy text, search vector ind",medium,"[""websearch_search_web"", ""filesystem_read_file"", ""vector_embed_query"", ""database_query_db"", ""analytics_run_analysis"", ""filesystem_write_file""]","[[""websearch_search_web"", ""filesystem_read_file""], [""filesystem_read_file"", ""vector_embed_query""], [""vector_embed_query"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""filesystem_write_file""]]","{""websearch_search_web"": 229, ""filesystem_read_file"": 229, ""vector_embed_query"": 229, ""database_query_db"": 229, ""analytics_run_analysis"": 556, ""filesystem_write_file"": 556}","{""websearch_search_web"": 1675.4481792449951, ""filesystem_read_file"": 1675.4481792449951, ""vector_embed_query"": 1675.4481792449951, ""database_query_db"": 1675.4481792449951, ""analytics_run_analysis"": 1525.2101421356201, ""filesystem_write_file"": 1525.2101421356201}",3418,6,True
55,"Read sales data files, query targets from database, run code to calculate variance, embed the findin",medium,"[""filesystem_read_file"", ""database_query_db"", ""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_search_index"", ""analytics_generate_report"", ""email_send_email""]","[[""filesystem_read_file"", ""database_query_db""], [""database_query_db"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""filesystem_read_file"": 436, ""database_query_db"": 436, ""code_run_code"": 984, ""code_get_output"": 1034, ""vector_embed_query"": 1102, ""vector_search_index"": 1173, ""analytics_generate_report"": 1265, ""email_send_email"": 1366}","{""filesystem_read_file"": 1161.7600917816162, ""database_query_db"": 1161.7600917816162, ""code_run_code"": 1229.297161102295, ""code_get_output"": 764.2834186553955, ""vector_embed_query"": 793.9088344573975, ""vector_search_index"": 3020.639419555664, ""analytics_generate_report"": 1370.4609870910645, ""email_send_email"": 1195.4987049102783}",9315,8,True
56,"Search for ML best practices, fetch paper URLs, run code to extract key metrics, store in database, ",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""database_insert_record"", ""vector_embed_query"", ""analytics_run_analysis"", ""analytics_generate_report"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""database_insert_record""], [""database_insert_record"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""calendar_create_event""]]","{""websearch_search_web"": 827, ""websearch_fetch_url"": 1005, ""code_run_code"": 1403, ""database_insert_record"": 1464, ""vector_embed_query"": 1520, ""analytics_run_analysis"": 1583, ""analytics_generate_report"": 1669, ""calendar_create_event"": 1748}","{""websearch_search_web"": 1273.5528945922852, ""websearch_fetch_url"": 15517.964363098145, ""code_run_code"": 4441.379547119141, ""database_insert_record"": 888.6163234710693, ""vector_embed_query"": 831.9053649902344, ""analytics_run_analysis"": 1045.4869270324707, ""analytics_generate_report"": 1148.3194828033447, ""calendar_create_event"": 1169.5239543914795}",13193,12,True
57,"Read inbox for client requests, embed request text, search vector index for similar past projects, q",medium,"[""email_read_inbox"", ""vector_embed_query"", ""database_query_db"", ""calendar_create_event"", ""vector_search_index"", ""analytics_generate_report""]","[[""email_read_inbox"", ""vector_embed_query""], [""vector_embed_query"", ""database_query_db""], [""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""vector_search_index""], [""vector_search_index"", ""analytics_generate_report""]]","{""email_read_inbox"": 828, ""vector_embed_query"": 329, ""database_query_db"": 329, ""calendar_create_event"": 329, ""vector_search_index"": 1109, ""analytics_generate_report"": 1274}","{""email_read_inbox"": 741.3313388824463, ""vector_embed_query"": 2140.990734100342, ""database_query_db"": 2140.990734100342, ""calendar_create_event"": 2140.990734100342, ""vector_search_index"": 958.0559730529785, ""analytics_generate_report"": 1910.0732803344727}",5695,6,True
58,"Fetch API documentation from web, run code to test endpoints, store test results in database, genera",medium,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""database_insert_record"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""database_insert_record""], [""database_insert_record"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 820, ""websearch_fetch_url"": 910, ""code_run_code"": 1124, ""code_get_output"": 1174, ""database_insert_record"": 1257, ""analytics_run_analysis"": 1383, ""analytics_generate_report"": 1470, ""email_send_email"": 802, ""calendar_create_event"": 802}","{""websearch_search_web"": 727.0545959472656, ""websearch_fetch_url"": 2280.996322631836, ""code_run_code"": 2443.979263305664, ""code_get_output"": 753.7791728973389, ""database_insert_record"": 1089.111328125, ""analytics_run_analysis"": 1512.5079154968262, ""analytics_generate_report"": 1545.703411102295, ""email_send_email"": 1967.4372673034668, ""calendar_create_event"": 1967.4372673034668}",11579,10,True
59,"Query the experiments database, run code to compare model performance, embed results for search, gen",medium,"[""database_query_db"", ""vector_embed_query"", ""code_run_code"", ""code_get_output"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event"", ""calendar_create_event""]","[[""database_query_db"", ""vector_embed_query""], [""vector_embed_query"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""database_query_db"": 432, ""vector_embed_query"": 432, ""code_run_code"": 1076, ""code_get_output"": 1126, ""analytics_generate_report"": 338, ""email_send_email"": 338, ""calendar_create_event"": 676}","{""database_query_db"": 1339.1835689544678, ""vector_embed_query"": 1339.1835689544678, ""code_run_code"": 2757.077932357788, ""code_get_output"": 851.895809173584, ""analytics_generate_report"": 2733.502149581909, ""email_send_email"": 2733.502149581909, ""calendar_create_event"": 5467.004299163818}",6094,8,True
60,"Read configuration files, run code to validate settings, search vector index for known issues, query",medium,"[""filesystem_read_file"", ""filesystem_read_file"", ""vector_search_index"", ""database_query_db"", ""code_run_code"", ""code_get_output"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""vector_search_index""], [""vector_search_index"", ""database_query_db""], [""database_query_db"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 460, ""vector_search_index"": 230, ""database_query_db"": 230, ""code_run_code"": 1221, ""code_get_output"": 1271, ""analytics_generate_report"": 490, ""email_send_email"": 490, ""calendar_create_event"": 490}","{""filesystem_read_file"": 3598.033905029297, ""vector_search_index"": 1799.0169525146484, ""database_query_db"": 1799.0169525146484, ""code_run_code"": 2516.2994861602783, ""code_get_output"": 847.1260070800781, ""analytics_generate_report"": 2710.4523181915283, ""email_send_email"": 2710.4523181915283, ""calendar_create_event"": 2710.4523181915283}",6615,9,True
